2.917699107000860264e-04,2.693363617167603965e-04,2.757635192674090692e-04,2.154399885940080017e-04,1.955128184437450488e-04,1.915726164164711584e-04,1.737072084996681555e-04,1.756950515639413670e-04,1.498690877111205232e-04,7.773961025963425767e-05,5.395047307298322242e-05,3.253671433676350283e-05,7.400027098895291255e-05,2.857127830325116656e-05,1.051680585039917106e-04,4.121792398049169571e-05,2.318119870007869277e-05,2.178101548871674126e-05,4.344250120685831955e-05,2.199544999999999962e-05
2.693363617167603965e-04,2.761475160991737300e-04,2.464865959659959249e-04,1.978769896474030494e-04,1.694608673067158331e-04,1.688479420504506324e-04,1.417477041802128214e-04,1.685991163483448207e-04,1.289273431820615250e-04,4.953707229354133515e-05,3.770536912791994067e-05,2.691269039372401754e-05,4.727980277855030604e-05,2.808061420916639571e-05,7.802195700701114423e-05,3.434030005153755757e-05,2.331445000000000173e-05,2.338400000000000176e-05,3.161761725822449933e-05,nan
2.757635192674090692e-04,2.464865959659959249e-04,2.898983658744082119e-04,2.101167458924919147e-04,1.853897129680279015e-04,1.858738489391177618e-04,1.466999881519992174e-04,1.771928979059139622e-04,1.369851705363122078e-04,6.148378723203599570e-05,4.759509836957868500e-05,3.450933664504661469e-05,5.614554223036320838e-05,3.862474730597327609e-05,9.081724691924532593e-05,5.000879711133425433e-05,2.547906507191628441e-05,2.084187200237414309e-05,4.231265750192566438e-05,1.856959999999999920e-05
2.154399885940080017e-04,1.978769896474030494e-04,2.101167458924919147e-04,2.673892149536082280e-04,1.745565192758079818e-04,1.877871991459531152e-04,1.506477017469423846e-04,1.641810111453634736e-04,1.257660158229895403e-04,5.639356299259332069e-05,3.338966837407377370e-05,3.038968481800916104e-05,3.884003933773701422e-05,2.716109348952084593e-05,6.800872260410658655e-05,2.974692786444767896e-05,2.056179509226407331e-05,2.133321500192287865e-05,3.538883745978655006e-05,2.620110000000000229e-05
1.955128184437450488e-04,1.694608673067158331e-04,1.853897129680279015e-04,1.745565192758079818e-04,2.618127989566774484e-04,1.790682006624366458e-04,1.422486361156667710e-04,1.617433461606347157e-04,1.198264799282768218e-04,4.287862745613864681e-05,2.980379684244886582e-05,3.001730000000000481e-05,3.819141943502868842e-05,2.793907756581245083e-05,5.173600696848210714e-05,3.561282663658569051e-05,nan,nan,3.318326164186505154e-05,nan
1.915726164164711584e-04,1.688479420504506324e-04,1.858738489391177618e-04,1.877871991459531152e-04,1.790682006624366458e-04,2.464967324464429265e-04,1.728588093617569946e-04,1.728317664093948229e-04,1.101826215507908669e-04,4.510157186537494696e-05,3.170344990157141949e-05,2.273879872373163615e-05,3.295694087176979123e-05,2.174201629843477946e-05,3.883847723448758126e-05,2.380621939619825619e-05,nan,nan,2.714633516551209156e-05,nan
1.737072084996681555e-04,1.417477041802128214e-04,1.466999881519992174e-04,1.506477017469423846e-04,1.422486361156667710e-04,1.728588093617569946e-04,2.256871541472312980e-04,1.681829288822458165e-04,1.095781976696935884e-04,3.975804519396055426e-05,2.684291236407005435e-05,2.743847343442029261e-05,3.088573825493912134e-05,2.454482233418095498e-05,3.422652010322563157e-05,2.924277497629507373e-05,1.851280000000000002e-05,nan,4.061314434351861584e-05,nan
1.756950515639413670e-04,1.685991163483448207e-04,1.771928979059139622e-04,1.641810111453634736e-04,1.617433461606347157e-04,1.728317664093948229e-04,1.681829288822458165e-04,2.306727227421967821e-04,1.267246191739796271e-04,4.757130019130388502e-05,3.040089134397176639e-05,2.597557906543372717e-05,2.585772025946948125e-05,2.330610888927782669e-05,3.471300209436025975e-05,2.769270000000000000e-05,nan,nan,3.517045825228384029e-05,nan
1.498690877111205232e-04,1.289273431820615250e-04,1.369851705363122078e-04,1.257660158229895403e-04,1.198264799282768218e-04,1.101826215507908669e-04,1.095781976696935884e-04,1.267246191739796271e-04,2.367813963536895424e-04,5.074231447146697012e-05,2.921681353582574449e-05,2.536343272235294595e-05,3.192104235098663787e-05,2.992279665543877353e-05,4.302198529296313780e-05,2.883369535795553845e-05,nan,nan,3.419609751175699952e-05,nan
7.773961025963425767e-05,4.953707229354133515e-05,6.148378723203599570e-05,5.639356299259332069e-05,4.287862745613864681e-05,4.510157186537494696e-05,3.975804519396055426e-05,4.757130019130388502e-05,5.074231447146697012e-05,1.711309747066716807e-04,2.838072179089792403e-05,nan,2.334878029512028647e-05,2.186389999999999916e-05,2.227890507309004080e-05,nan,nan,nan,2.787726863942840825e-05,nan
