1.710257683804593671e-05,2.993560576582111437e-05,7.219806000073990672e-05,8.930522200356787242e-05,1.047253378129810229e-04,1.047743980486379249e-04,9.713069762587063223e-05,1.024298853440942791e-04,7.367144808120940449e-05,6.452502487918952516e-05,5.431302062018164171e-05,4.825005714232264635e-05,3.757749139742418544e-05,3.501025849498398169e-05,3.011301512772957220e-05,2.746337440223673346e-05,2.489737230522024515e-05,2.249047685637382864e-05,2.013921981550454514e-05,1.889327707752177460e-05
2.993560576582111437e-05,2.122267548634040678e-05,8.209045416043185897e-05,1.067919341101216383e-04,1.260558240791004488e-04,1.264068092846501673e-04,1.177298884196293781e-04,1.239639096582062830e-04,8.993173747389254465e-05,7.893163968128002594e-05,6.660753615557667661e-05,5.918721061255358910e-05,4.632540989196881756e-05,4.314047771799815219e-05,3.719441249222727505e-05,3.393386945087292631e-05,3.077514986152947928e-05,2.783964569202187586e-05,2.496611799173051961e-05,2.342751120211043227e-05
7.219806000073990672e-05,8.209045416043185897e-05,2.210479594352507561e-05,1.103285499229840944e-04,1.303873010730888606e-04,1.308111917017431756e-04,1.219545903126822859e-04,1.283662378682587379e-04,9.331155204338623869e-05,8.193869504431844602e-05,6.918632876852980008e-05,6.148399416885382907e-05,4.817749786644901178e-05,4.486132615335175895e-05,3.869895257146454588e-05,3.530974783479927783e-05,3.202605060992131834e-05,2.898050261851244026e-05,2.599785649628054779e-05,2.439716598058367156e-05
8.930522200356787242e-05,1.067919341101216383e-04,1.103285499229840944e-04,2.185170590539270742e-05,1.288333833586902425e-04,1.292287612612052811e-04,1.204653971695974010e-04,1.267913837453830310e-04,9.218893817457445082e-05,8.096241116846562326e-05,6.837069745610754108e-05,6.076793859552676307e-05,4.761699678381588061e-05,4.434359104814635780e-05,3.825233436190678615e-05,3.490404982291622917e-05,3.165961009406701858e-05,2.864849064351266273e-05,2.569950610995463768e-05,2.411765888308298081e-05
1.047253378129810229e-04,1.260558240791004488e-04,1.303873010730888606e-04,1.288333833586902425e-04,2.494552032770694556e-05,1.421000286679208321e-04,1.330478963088968286e-04,1.397273526534062319e-04,1.027874697520631523e-04,9.056522385153534184e-05,7.677599881794367354e-05,6.832778044090234519e-05,5.386311874830445245e-05,5.016584826384567206e-05,4.339786910223278576e-05,3.963068534039069189e-05,3.597575163536950493e-05,3.260624817563848623e-05,2.929770312542946613e-05,2.750660586661759808e-05
1.047743980486379249e-04,1.264068092846501673e-04,1.308111917017431756e-04,1.292287612612052811e-04,1.421000286679208321e-04,2.474222905074400342e-05,1.207000236299949399e-04,1.260461304691014978e-04,9.546029979129623663e-05,8.492424483821423942e-05,7.281199717903340208e-05,6.522437214421950426e-05,5.209567224306151849e-05,4.865482808790691938e-05,4.235082153377351088e-05,3.879657861189431784e-05,3.532746056814613038e-05,3.211884730041011124e-05,2.894845853957960554e-05,2.722043050430395861e-05
9.713069762587063223e-05,1.177298884196293781e-04,1.219545903126822859e-04,1.204653971695974010e-04,1.330478963088968286e-04,1.207000236299949399e-04,2.257270047462393603e-05,1.082350691182062990e-04,8.342357132860511661e-05,7.468349992802499223e-05,6.450538751198367634e-05,5.806752391088042280e-05,4.673808134864647958e-05,4.375697674816691167e-05,3.822738261251188926e-05,3.510066484474322313e-05,3.203465621896147927e-05,2.917701281055466513e-05,2.634216315917781493e-05,2.479720093386423983e-05
1.024298853440942791e-04,1.239639096582062830e-04,1.283662378682587379e-04,1.267913837453830310e-04,1.397273526534062319e-04,1.260461304691014978e-04,1.082350691182062990e-04,2.391742175596921422e-05,6.477389782143394982e-05,6.018955007354484223e-05,5.446679114998862381e-05,5.039595176009936998e-05,4.320493354575540381e-05,4.097140017036989505e-05,3.696964266495452887e-05,3.450677590038388459e-05,3.201627680840294726e-05,2.968800171649283432e-05,2.729304826449622831e-05,2.592003733773344946e-05
7.367144808120940449e-05,8.993173747389254465e-05,9.331155204338623869e-05,9.218893817457445082e-05,1.027874697520631523e-04,9.546029979129623663e-05,8.342357132860511661e-05,6.477389782143394982e-05,1.673110863120252332e-05,3.057131213289520310e-05,2.889314504161016420e-05,2.753531336959094369e-05,2.518563251022351535e-05,2.429906554087777763e-05,2.276951383954216903e-05,2.172658728593056479e-05,2.062675605671581512e-05,1.958259113749669659e-05,1.845173927322300465e-05,1.776290713894996615e-05
6.452502487918952516e-05,7.893163968128002594e-05,8.193869504431844602e-05,8.096241116846562326e-05,9.056522385153534184e-05,8.492424483821423942e-05,7.468349992802499223e-05,6.018955007354484223e-05,3.057131213289520310e-05,1.455584419565042215e-05,2.007823018718818850e-05,1.944377204535337813e-05,1.867910093063040195e-05,1.820806200015465001e-05,1.760935053237615636e-05,1.709528564244718326e-05,1.653895697618219357e-05,1.606183868757938107e-05,1.551529756035363198e-05,1.513030076529455055e-05
5.431302062018164171e-05,6.660753615557667661e-05,6.918632876852980008e-05,6.837069745610754108e-05,7.677599881794367354e-05,7.281199717903340208e-05,6.450538751198367634e-05,5.446679114998862381e-05,2.889314504161016420e-05,2.007823018718818850e-05,1.215367738607586124e-05,1.460242996532348390e-05,1.435342898311642751e-05,1.405115609725204537e-05,1.380263963154938395e-05,1.351282531377111958e-05,1.319765705138217367e-05,1.297403327640354916e-05,1.270644868034877131e-05,1.248045929267079452e-05
4.825005714232264635e-05,5.918721061255358910e-05,6.148399416885382907e-05,6.076793859552676307e-05,6.832778044090234519e-05,6.522437214421950426e-05,5.806752391088042280e-05,5.039595176009936998e-05,2.753531336959094369e-05,1.944377204535337813e-05,1.460242996532348390e-05,1.078876130281346626e-05,1.156683082883350368e-05,1.131311344413516042e-05,1.135247600542994316e-05,1.119630605585771266e-05,1.103275075877214502e-05,1.103277703896488529e-05,1.101883329323062995e-05,1.090864968767736248e-05
3.757749139742418544e-05,4.632540989196881756e-05,4.817749786644901178e-05,4.761699678381588061e-05,5.386311874830445245e-05,5.209567224306151849e-05,4.673808134864647958e-05,4.320493354575540381e-05,2.518563251022351535e-05,1.867910093063040195e-05,1.435342898311642751e-05,1.156683082883350368e-05,8.269299885110747094e-06,9.388776877322850507e-06,9.239956753751210416e-06,9.075401465689607729e-06,8.894889273151433933e-06,8.759534146911519828e-06,8.597014559900583217e-06,8.464563631343795556e-06
3.501025849498398169e-05,4.314047771799815219e-05,4.486132615335175895e-05,4.434359104814635780e-05,5.016584826384567206e-05,4.865482808790691938e-05,4.375697674816691167e-05,4.097140017036989505e-05,2.429906554087777763e-05,1.820806200015465001e-05,1.405115609725204537e-05,1.131311344413516042e-05,9.388776877322850507e-06,7.716079538510203317e-06,8.009012303785625756e-06,7.918359468582529336e-06,7.823928374116680031e-06,7.836571389257798650e-06,7.842232828196271226e-06,7.779581794667094185e-06
3.011301512772957220e-05,3.719441249222727505e-05,3.869895257146454588e-05,3.825233436190678615e-05,4.339786910223278576e-05,4.235082153377351088e-05,3.822738261251188926e-05,3.696964266495452887e-05,2.276951383954216903e-05,1.760935053237615636e-05,1.380263963154938395e-05,1.135247600542994316e-05,9.239956753751210416e-06,8.009012303785625756e-06,6.586335595914769745e-06,6.914234880576199365e-06,6.822613748172188261e-06,6.786978359490213058e-06,6.739198807014015227e-06,6.673189957201855367e-06
2.746337440223673346e-05,3.393386945087292631e-05,3.530974783479927783e-05,3.490404982291622917e-05,3.963068534039069189e-05,3.879657861189431784e-05,3.510066484474322313e-05,3.450677590038388459e-05,2.172658728593056479e-05,1.709528564244718326e-05,1.351282531377111958e-05,1.119630605585771266e-05,9.075401465689607729e-06,7.918359468582529336e-06,6.914234880576199365e-06,5.999998876064642900e-06,6.042723966547641193e-06,6.061380112816224625e-06,6.076556452322831764e-06,6.036440372112071611e-06
